cup,start_val,safe,state,debt,born,unsafe,wiped,bitten,shut,safe again,# oscillations,transition0,transition0_time,transition1,transition1_time,transition2,transition2_time,transition3,transition3_time,transition4,transition4_time,transition5,transition5_time,transition6,transition6_time,transition7,transition7_time
940,5000,FALSE,bite,5000,1530883401,1534180928,,1534180959,,,1,FALSE,1534180928,bite,1534180959,,,,,,,,,,,,
1600,242,TRUE,wipe,242,1530869365,,1531378851,,,,0,wipe,1531378851,,,,,,,,,,,,,,
286,700,TRUE,wiped,0,1530859441,,1533969872,,,,0,wipe,1533969872,,,,,,,,,,,,,,
1420,600,TRUE,wiped,0,1530832675,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
2442,5600,TRUE,wipe,5600,1530820132,,1542130535,,,,0,wipe,1542130535,,,,,,,,,,,,,,
2442,18000,TRUE,wipe,18000,1530819958,,1542130535,,,,0,wipe,1542130535,,,,,,,,,,,,,,
1845,100,TRUE,wiped,0.526453749,1530815805,,1533373166,,,,0,wipe,1533373166,,,,,,,,,,,,,,
1420,2300,TRUE,wipe,2300,1530808936,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
1982,600,TRUE,wiped,0,1530808823,,1537068631,,,,0,wipe,1537068631,,,,,,,,,,,,,,
2187,400,FALSE,bite,400,1530808695,1533672192,,1533672620,,,1,FALSE,1533672192,bite,1533672620,,,,,,,,,,,,
2187,2000,FALSE,bite,2000,1530808539,1533672192,,1533672620,,,1,FALSE,1533672192,bite,1533672620,,,,,,,,,,,,
2455,2489.4,TRUE,wiped,2189.4,1530805507,,1534180065,,,,0,wipe,1534180065,,,,,,,,,,,,,,
2253,10000,FALSE,bite,10000,1530804524,1533156858,,1533157050,,,1,FALSE,1533156858,bite,1533157050,,,,,,,,,,,,
1037,455,TRUE,wiped,348.5401758,1530804404,,1538578882,,,,0,wipe,1538578882,,,,,,,,,,,,,,
1600,288,TRUE,wipe,288,1530796934,,1531378851,,,,0,wipe,1531378851,,,,,,,,,,,,,,
2404,20000,TRUE,bite,20000,1530786576,1534175423,,1534175487,,1534175487,2,FALSE,1534175423,TRUE,1534175487,bite,1534175487,,,,,,,,,,
640,2000,TRUE,bite,2000,1530779171,1531223113,,1531223209,,1531223209,2,FALSE,1531223113,TRUE,1531223209,bite,1531223209,,,,,,,,,,
1182,250,TRUE,wiped,0,1530773075,,1534144163,,,,0,wipe,1534144163,,,,,,,,,,,,,,
1182,1500,TRUE,wipe,1500,1530772672,,1534144163,,,,0,wipe,1534144163,,,,,,,,,,,,,,
540,930,TRUE,open,930,1530772618,,,,,,0,,,,,,,,,,,,,,,,
2454,400,FALSE,bite,400,1530770927,1534205974,,1534206013,,,1,FALSE,1534205974,bite,1534206013,,,,,,,,,,,,
926,1000,TRUE,bite,1000,1530769472,,,1531223113,,,0,bite,1531223113,,,,,,,,,,,,,,
2453,500,FALSE,bite,500,1530763617,1532051900,,1532051948,,,1,FALSE,1532051900,bite,1532051948,,,,,,,,,,,,
2073,56000,TRUE,wiped,53412,1530761773,,1534216310,,,,0,wipe,1534216310,,,,,,,,,,,,,,
1977,750,TRUE,wiped,0,1530750452,,1531267939,,,,0,wipe,1531267939,,,,,,,,,,,,,,
56,3000,TRUE,wiped,1500,1530740009,,1531075392,,,,0,wipe,1531075392,,,,,,,,,,,,,,
2388,480,TRUE,wiped,0,1530732027,,1531465825,,,,0,wipe,1531465825,,,,,,,,,,,,,,
2452,3714.46,TRUE,wiped,0,1530730800,,1533032643,,,,0,wipe,1533032643,,,,,,,,,,,,,,
2451,1569.59,TRUE,wiped,0,1530729898,,1531948164,,,,0,wipe,1531948164,,,,,,,,,,,,,,
2253,20000,FALSE,bite,20000,1530729662,1533156858,,1533157050,,,1,FALSE,1533156858,bite,1533157050,,,,,,,,,,,,
1585,580,FALSE,bite,580,1530727434,1533677223,,1533677301,,,1,FALSE,1533677223,bite,1533677301,,,,,,,,,,,,
1147,20,TRUE,wiped,0,1530726704,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
1569,65,TRUE,bite,65,1530717275,,,1531431719,,,0,bite,1531431719,,,,,,,,,,,,,,
2378,300000,TRUE,wiped,200000,1530711773,,1532124192,,,,0,wipe,1532124192,,,,,,,,,,,,,,
1569,100,TRUE,bite,100,1530707508,,,1531431719,,,0,bite,1531431719,,,,,,,,,,,,,,
2441,225,TRUE,wiped,0,1530706848,,1534233827,,,,0,wipe,1534233827,,,,,,,,,,,,,,
2441,25,TRUE,wipe,25,1530704377,,1534233827,,,,0,wipe,1534233827,,,,,,,,,,,,,,
2450,84.33,TRUE,wiped,0,1530702933,,1530703429,,,,0,wipe,1530703429,,,,,,,,,,,,,,
608,30000,TRUE,open,30000,1530701365,,,,,,0,,,,,,,,,,,,,,,,
608,175,TRUE,open,175,1530695932,,,,,,0,,,,,,,,,,,,,,,,
1301,174,TRUE,wiped,58.17834164,1530694421,,1531211534,,,,0,wipe,1531211534,,,,,,,,,,,,,,
1434,490,TRUE,wiped,169.3705233,1530693092,,1531211508,,,,0,wipe,1531211508,,,,,,,,,,,,,,
1116,3000,FALSE,bite,3000,1530685022,1534199070,,1534199215,,,1,FALSE,1534199070,bite,1534199215,,,,,,,,,,,,
1842,2000,TRUE,wipe,2000,1530679635,,1532040770,,,,0,wipe,1532040770,,,,,,,,,,,,,,
1842,2000,TRUE,wipe,2000,1530679608,,1532040770,,,,0,wipe,1532040770,,,,,,,,,,,,,,
1842,1200,TRUE,wipe,1200,1530679608,,1532040770,,,,0,wipe,1532040770,,,,,,,,,,,,,,
1842,4000,TRUE,wipe,4000,1530679598,,1532040770,,,,0,wipe,1532040770,,,,,,,,,,,,,,
435,8259,TRUE,wiped,7477.4,1530673620,,1536436727,,,,0,wipe,1536436727,,,,,,,,,,,,,,
931,2500,TRUE,wiped,1875.6444,1530672241,,1533974118,,,,0,wipe,1533974118,,,,,,,,,,,,,,
2448,3,TRUE,wiped,2,1530670924,,1530736893,,,,0,wipe,1530736893,,,,,,,,,,,,,,
2438,1700,TRUE,wipe,1700,1530660725,,1542640116,,,,0,wipe,1542640116,,,,,,,,,,,,,,
2436,1000,TRUE,wiped,799.231724,1530658781,,1531473757,,,,0,wipe,1531473757,,,,,,,,,,,,,,
1863,3906,TRUE,wipe,3906,1530658525,,1533258766,,,,0,wipe,1533258766,,,,,,,,,,,,,,
2446,3000,TRUE,wiped,2000,1530643225,,1533748811,,,,0,wipe,1533748811,,,,,,,,,,,,,,
2445,1200,TRUE,wipe,1200,1530642393,,1531527220,,,,0,wipe,1531527220,,,,,,,,,,,,,,
1735,6.358,FALSE,bite,6.358,1530636822,1542614608,,1542615088,,,1,FALSE,1542614608,bite,1542615088,,,,,,,,,,,,
2435,2900,TRUE,bite,2900,1530636131,,,1533672928,,,0,bite,1533672928,,,,,,,,,,,,,,
940,5000,FALSE,bite,5000,1530634893,1534180928,,1534180959,,,1,FALSE,1534180928,bite,1534180959,,,,,,,,,,,,
2444,163291.8,TRUE,open,163291.8,1530614922,,,,,,0,,,,,,,,,,,,,,,,
1845,100,TRUE,wiped,0.526453749,1530614653,,1533373166,,,,0,wipe,1533373166,,,,,,,,,,,,,,
2041,500,FALSE,bite,500,1530613378,1534209308,,1534209338,,,1,FALSE,1534209308,bite,1534209338,,,,,,,,,,,,
1372,1000,FALSE,bite,1000,1530612286,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
1372,1000,FALSE,bite,1000,1530610881,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
2443,8000,TRUE,wiped,0,1530609774,,1537793135,,,,0,wipe,1537793135,,,,,,,,,,,,,,
2442,16000,TRUE,wipe,16000,1530608665,,1542130535,,,,0,wipe,1542130535,,,,,,,,,,,,,,
1372,2000,FALSE,bite,2000,1530604814,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
813,2919,TRUE,wipe,2919,1530604556,,1533095472,,,,0,wipe,1533095472,,,,,,,,,,,,,,
435,26954,TRUE,wiped,26172.4,1530597957,,1536436727,,,,0,wipe,1536436727,,,,,,,,,,,,,,
2024,5000,TRUE,wiped,0,1530596017,,1530856559,,,,0,wipe,1530856559,,,,,,,,,,,,,,
813,5000,TRUE,wipe,5000,1530591815,,1533095472,,,,0,wipe,1533095472,,,,,,,,,,,,,,
2256,40,TRUE,wipe,40,1530591700,,1533236735,,,,0,wipe,1533236735,,,,,,,,,,,,,,
2439,5078.82,TRUE,wiped,4578.82,1530589942,,1534180017,,,,0,wipe,1534180017,,,,,,,,,,,,,,
2124,5725,FALSE,bite,5725,1530589757,1536193115,,1536193177,,,1,FALSE,1536193115,bite,1536193177,,,,,,,,,,,,
2438,2121,TRUE,wipe,2121,1530589056,,1542640116,,,,0,wipe,1542640116,,,,,,,,,,,,,,
2024,4500,TRUE,wipe,4500,1530589056,,1530856559,,,,0,wipe,1530856559,,,,,,,,,,,,,,
2421,2862,TRUE,bite,2862,1530584389,,,1536429313,,,0,bite,1536429313,,,,,,,,,,,,,,
2438,4257,TRUE,wipe,4257,1530583141,,1542640116,,,,0,wipe,1542640116,,,,,,,,,,,,,,
1239,1900,TRUE,wiped,1383.351164,1530578761,,1533271987,,,,0,wipe,1533271987,,,,,,,,,,,,,,
1588,100,TRUE,wiped,0,1530577410,,1533094854,,,,0,wipe,1533094854,,,,,,,,,,,,,,
2239,3500,TRUE,wiped,2238.305136,1530577357,,1533770557,,,,0,wipe,1533770557,,,,,,,,,,,,,,
2366,200,TRUE,shut,200,1530577219,,,,1530598630,,0,shut,1530598630,,,,,,,,,,,,,,
2437,50000,TRUE,wipe,50000,1530575082,,1531427341,,,,0,wipe,1531427341,,,,,,,,,,,,,,
1993,30000,TRUE,wiped,0,1530573714,,1530587213,,,,0,wipe,1530587213,,,,,,,,,,,,,,
1905,2400,TRUE,wiped,1923.42381,1530572757,,1531826402,,,,0,wipe,1531826402,,,,,,,,,,,,,,
2430,13,FALSE,bite,13,1530572243,1534207186,,1534207826,,,1,FALSE,1534207186,bite,1534207826,,,,,,,,,,,,
1048,1079,TRUE,wipe,1079,1530571720,,1533677979,,,,0,wipe,1533677979,,,,,,,,,,,,,,
1147,100,TRUE,wipe,100,1530570588,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
2434,10,FALSE,bite,10,1530568356,1542663586,,1542666092,,,1,FALSE,1542663586,bite,1542666092,,,,,,,,,,,,
2433,500,TRUE,wiped,0,1530565684,,1532660385,,,,0,wipe,1532660385,,,,,,,,,,,,,,
1416,80,FALSE,bite,80,1530557412,1533257217,,1533257245,,,1,FALSE,1533257217,bite,1533257245,,,,,,,,,,,,
2395,2000,TRUE,wiped,0,1530557285,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
2363,30000,TRUE,wipe,30000,1530557272,,1533323792,,,,0,wipe,1533323792,,,,,,,,,,,,,,
2183,1000,TRUE,wiped,0,1530557144,,1540847903,,,,0,wipe,1540847903,,,,,,,,,,,,,,
813,81,TRUE,wipe,81,1530557144,,1533095472,,,,0,wipe,1533095472,,,,,,,,,,,,,,
926,1000,TRUE,bite,1000,1530556130,,,1531223113,,,0,bite,1531223113,,,,,,,,,,,,,,
2431,1000,TRUE,wiped,0,1530550854,,1534213784,,,,0,wipe,1534213784,,,,,,,,,,,,,,
2253,10000,FALSE,bite,10000,1530548484,1533156858,,1533157050,,,1,FALSE,1533156858,bite,1533157050,,,,,,,,,,,,
1090,10000,TRUE,wiped,0,1530542235,,1534958418,,,,0,wipe,1534958418,,,,,,,,,,,,,,
2409,50000,TRUE,wiped,35314.1933,1530540015,,1534182846,,,,0,wipe,1534182846,,,,,,,,,,,,,,
1090,10000,TRUE,wiped,0,1530539912,,1534958418,,,,0,wipe,1534958418,,,,,,,,,,,,,,
2025,10000,TRUE,wipe,10000,1530539880,,1534956478,,,,0,wipe,1534956478,,,,,,,,,,,,,,
2378,50000,TRUE,wiped,0,1530538664,,1532124192,,,,0,wipe,1532124192,,,,,,,,,,,,,,
2429,800,TRUE,wipe,800,1530531309,,1534180928,,,,0,wipe,1534180928,,,,,,,,,,,,,,
2388,450,TRUE,wiped,0,1530520490,,1530731845,,,,0,wipe,1530731845,,,,,,,,,,,,,,
1627,500,TRUE,wiped,0,1530519866,,1532126467,,,,0,wipe,1532126467,,,,,,,,,,,,,,
56,3000,TRUE,wiped,1500,1530515712,,1531075392,,,,0,wipe,1531075392,,,,,,,,,,,,,,
735,1500,TRUE,wiped,1395,1530505561,,1534210479,,,,0,wipe,1534210479,,,,,,,,,,,,,,
513,1200,TRUE,wiped,1037,1530505523,,1536740332,,,,0,wipe,1536740332,,,,,,,,,,,,,,
2409,200000,TRUE,wiped,185314.1933,1530501850,,1534182846,,,,0,wipe,1534182846,,,,,,,,,,,,,,
450,10000,TRUE,wiped,4381.64744,1530500533,,1531106256,,,,0,wipe,1531106256,,,,,,,,,,,,,,
1266,30000,TRUE,wiped,0,1530496888,,1533967842,,,,0,wipe,1533967842,,,,,,,,,,,,,,
694,100,TRUE,wipe,100,1530495701,,1532065763,,,,0,wipe,1532065763,,,,,,,,,,,,,,
955,10000,FALSE,bite,10000,1530495632,1536191783,,1536191816,,,1,FALSE,1536191783,bite,1536191816,,,,,,,,,,,,
694,31.06,TRUE,wipe,31.06,1530494938,,1532065763,,,,0,wipe,1532065763,,,,,,,,,,,,,,
687,1050,FALSE,bite,1050,1530484647,1536439275,,1536439275,,,1,FALSE,1536439275,bite,1536439275,,,,,,,,,,,,
1765,2000,TRUE,open,2000,1530476004,,,,,,0,,,,,,,,,,,,,,,,
2427,197.379,TRUE,shut,197.379,1530471139,,,,1530746447,,0,shut,1530746447,,,,,,,,,,,,,,
2133,1000,TRUE,wiped,690,1530469753,,1531201776,,,,0,wipe,1531201776,,,,,,,,,,,,,,
1205,700,TRUE,wiped,500,1530468163,,1536445478,,,,0,wipe,1536445478,,,,,,,,,,,,,,
468,3200,TRUE,wipe,3200,1530466952,,1533380507,,,,0,wipe,1533380507,,,,,,,,,,,,,,
2424,223,TRUE,wiped,0,1530466161,,1531232565,,,,0,wipe,1531232565,,,,,,,,,,,,,,
2409,26000,TRUE,wiped,11314.1933,1530465811,,1534182846,,,,0,wipe,1534182846,,,,,,,,,,,,,,
966,800,TRUE,wiped,447.5,1530464958,,1533940309,,,,0,wipe,1533940309,,,,,,,,,,,,,,
2426,4531.19,TRUE,wiped,2841.19,1530461900,,1537798101,,,,0,wipe,1537798101,,,,,,,,,,,,,,
1162,10000,TRUE,wiped,9349.75,1530459435,,1536385185,,,,0,wipe,1536385185,,,,,,,,,,,,,,
2156,3500,FALSE,bite,3500,1530459321,1533935597,,1533935673,,,1,FALSE,1533935597,bite,1533935673,,,,,,,,,,,,
2422,200,FALSE,bite,200,1530450639,1536428451,,1536428467,,,1,FALSE,1536428451,bite,1536428467,,,,,,,,,,,,
1476,540,TRUE,wiped,300,1530448789,,1531296664,,,,0,wipe,1531296664,,,,,,,,,,,,,,
2395,3500,TRUE,wipe,3500,1530439202,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
1845,0.243,TRUE,wiped,0,1530438110,,1533373166,,,,0,wipe,1533373166,,,,,,,,,,,,,,
1904,1759,TRUE,wipe,1759,1530437682,,1534219614,,,,0,wipe,1534219614,,,,,,,,,,,,,,
2423,629.57,TRUE,shut,629.57,1530432819,,,,1530598667,,0,shut,1530598667,,,,,,,,,,,,,,
2024,5000,TRUE,wiped,500,1530425353,,1530521953,,,,0,wipe,1530521953,,,,,,,,,,,,,,
2352,3.064,FALSE,bite,3.064,1530425047,1530456529,,1531396811,,1530540929,3,FALSE,1530456529,TRUE,1530540929,FALSE,1531216083,bite,1531396811,,,,,,,,
1372,400,FALSE,bite,400,1530423914,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
1372,1000,FALSE,bite,1000,1530423267,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
2239,10000,TRUE,wiped,8738.305136,1530421136,,1533770557,,,,0,wipe,1533770557,,,,,,,,,,,,,,
2422,500,FALSE,bite,500,1530420808,1536428451,,1536428467,,,1,FALSE,1536428451,bite,1536428467,,,,,,,,,,,,
1982,3900,TRUE,wipe,3900,1530410807,,1537068631,,,,0,wipe,1537068631,,,,,,,,,,,,,,
2024,5000,TRUE,wiped,500,1530410807,,1530521953,,,,0,wipe,1530521953,,,,,,,,,,,,,,
1848,13000,TRUE,wiped,11993.04735,1530410805,,1534256041,,,,0,wipe,1534256041,,,,,,,,,,,,,,
2363,10000,TRUE,wipe,10000,1530409144,,1533323792,,,,0,wipe,1533323792,,,,,,,,,,,,,,
2420,29055.67,TRUE,wiped,23119.28577,1530407841,,1534015588,,,,0,wipe,1534015588,,,,,,,,,,,,,,
2239,10000,TRUE,wiped,8738.305136,1530407443,,1533770557,,,,0,wipe,1533770557,,,,,,,,,,,,,,
2363,35000,TRUE,wipe,35000,1530407406,,1533323792,,,,0,wipe,1533323792,,,,,,,,,,,,,,
2197,1000,TRUE,wiped,500,1530406415,,1530406630,,,,0,wipe,1530406630,,,,,,,,,,,,,,
2050,1000,TRUE,wiped,500,1530404239,,1530404476,,,,0,wipe,1530404476,,,,,,,,,,,,,,
601,10000,TRUE,wipe,10000,1530404073,,1533957750,,,,0,wipe,1533957750,,,,,,,,,,,,,,
1905,2250,TRUE,wiped,1773.42381,1530404008,,1531826402,,,,0,wipe,1531826402,,,,,,,,,,,,,,
2417,5000,TRUE,wiped,0,1530402996,,1531340071,,,,0,wipe,1531340071,,,,,,,,,,,,,,
1420,2000,TRUE,wipe,2000,1530402641,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
1420,3000,TRUE,wipe,3000,1530402064,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
2417,50,TRUE,wipe,50,1530401448,,1531340071,,,,0,wipe,1531340071,,,,,,,,,,,,,,
601,20000,TRUE,wipe,20000,1530401317,,1533957750,,,,0,wipe,1533957750,,,,,,,,,,,,,,
2411,22000,TRUE,wiped,19100,1530400886,,1536441102,,,,0,wipe,1536441102,,,,,,,,,,,,,,
2419,3907.99,TRUE,wiped,3507.99,1530400816,,1534180038,,,,0,wipe,1534180038,,,,,,,,,,,,,,
2418,3636,FALSE,bite,3636,1530400733,1533964181,,1533964202,,,1,FALSE,1533964181,bite,1533964202,,,,,,,,,,,,
2024,2500,TRUE,wiped,0,1530399303,,1530408333,,,,0,wipe,1530408333,,,,,,,,,,,,,,
2024,500,TRUE,wipe,500,1530398449,,1530408333,,,,0,wipe,1530408333,,,,,,,,,,,,,,
2024,2000,TRUE,wipe,2000,1530398363,,1530408333,,,,0,wipe,1530408333,,,,,,,,,,,,,,
2416,79836.3,FALSE,wiped,0,1530397325,1544630525,1544630525,,,,1,FALSE,1544630525,wipe,1544630525,,,,,,,,,,,,
2415,16189.03,TRUE,wiped,15189.03,1530396877,,1542726004,,,,0,wipe,1542726004,,,,,,,,,,,,,,
2335,100,TRUE,wiped,15.078604,1530396485,,1534193941,,,,0,wipe,1534193941,,,,,,,,,,,,,,
2301,3135,TRUE,wiped,0,1530394887,,1542630835,,,,0,wipe,1542630835,,,,,,,,,,,,,,
2024,4600,TRUE,wiped,4569,1530394488,,1530395197,,,,0,wipe,1530395197,,,,,,,,,,,,,,
2024,31,TRUE,wiped,0,1530394473,,1530395197,,,,0,wipe,1530395197,,,,,,,,,,,,,,
1147,100,TRUE,wipe,100,1530393825,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
2414,1557.54,TRUE,wiped,0,1530392815,,1530395999,,,,0,wipe,1530395999,,,,,,,,,,,,,,
4,10,TRUE,wiped,0,1530392296,,1530393537,,,,0,wipe,1530393537,,,,,,,,,,,,,,
1147,30,TRUE,wipe,30,1530368201,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
2277,50,FALSE,bite,50,1530346266,1531216083,,1531216170,,,1,FALSE,1531216083,bite,1531216170,,,,,,,,,,,,
1310,14,TRUE,wiped,13,1530339300,,1531456403,,,,0,wipe,1531456403,,,,,,,,,,,,,,
926,500,TRUE,bite,500,1530338733,,,1531223113,,,0,bite,1531223113,,,,,,,,,,,,,,
1147,0.0685,TRUE,wipe,0.0685,1530328349,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
1147,5.6,TRUE,wipe,5.6,1530326442,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
1147,60,TRUE,wipe,60,1530325187,,1530897278,,,,0,wipe,1530897278,,,,,,,,,,,,,,
926,1000,TRUE,bite,1000,1530322516,,,1531223113,,,0,bite,1531223113,,,,,,,,,,,,,,
2024,400,TRUE,wiped,369,1530322466,,1530395197,,,,0,wipe,1530395197,,,,,,,,,,,,,,
2411,105,TRUE,wiped,0,1530321701,,1536441102,,,,0,wipe,1536441102,,,,,,,,,,,,,,
1310,8,TRUE,wiped,7,1530321569,,1531456403,,,,0,wipe,1531456403,,,,,,,,,,,,,,
710,98.928,TRUE,wiped,0,1530320076,,1533947113,,,,0,wipe,1533947113,,,,,,,,,,,,,,
2395,1000,TRUE,wipe,1000,1530319526,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
2395,76,TRUE,wipe,76,1530319276,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
2395,100,TRUE,wipe,100,1530319093,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
1420,2500,TRUE,wipe,2500,1530318565,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
2413,125,TRUE,shut,125,1530318275,,,,1530580131,,0,shut,1530580131,,,,,,,,,,,,,,
1420,600,TRUE,wipe,600,1530315798,,1531179235,,,,0,wipe,1531179235,,,,,,,,,,,,,,
694,14.081,TRUE,wipe,14.081,1530311644,,1532065763,,,,0,wipe,1532065763,,,,,,,,,,,,,,
2378,4500,TRUE,wipe,4500,1530305520,,1532124192,,,,0,wipe,1532124192,,,,,,,,,,,,,,
2378,655,TRUE,wipe,655,1530304123,,1532124192,,,,0,wipe,1532124192,,,,,,,,,,,,,,
2378,10000,TRUE,wipe,10000,1530303909,,1532124192,,,,0,wipe,1532124192,,,,,,,,,,,,,,
1147,100,TRUE,wiped,0,1530303909,,1530318426,,,,0,wipe,1530318426,,,,,,,,,,,,,,
104,135.6870105,TRUE,wipe,135.6870105,1530298060,,1533998032,,,,0,wipe,1533998032,,,,,,,,,,,,,,
2410,500000,TRUE,shut,500000,1530298022,,,,1544122226,,0,shut,1544122226,,,,,,,,,,,,,,
2256,40,TRUE,wipe,40,1530296418,,1533236735,,,,0,wipe,1533236735,,,,,,,,,,,,,,
2408,870000,TRUE,shut,870000,1530295979,,,,1544741285,,0,shut,1544741285,,,,,,,,,,,,,,
2407,1000000,TRUE,open,1000000,1530294453,,,,,,0,,,,,,,,,,,,,,,,
2406,1700000,TRUE,open,1700000,1530293127,,,,,,0,,,,,,,,,,,,,,,,
2405,1500000,TRUE,wiped,1200000,1530292751,,1530293579,,,,0,wipe,1530293579,,,,,,,,,,,,,,
2133,1000,TRUE,wiped,404.9400543,1530285544,,1530338378,,,,0,wipe,1530338378,,,,,,,,,,,,,,
2404,20000,TRUE,bite,20000,1530285150,1534175423,,1534175487,,1534175487,2,FALSE,1534175423,TRUE,1534175487,bite,1534175487,,,,,,,,,,
468,1250,TRUE,wipe,1250,1530283971,,1533380507,,,,0,wipe,1533380507,,,,,,,,,,,,,,
812,2300,TRUE,wiped,1800,1530283082,,1533217271,,,,0,wipe,1533217271,,,,,,,,,,,,,,
2399,200,TRUE,wipe,200,1530282484,,1536934401,,,,0,wipe,1536934401,,,,,,,,,,,,,,
2399,6500,TRUE,wipe,6500,1530282430,,1536934401,,,,0,wipe,1536934401,,,,,,,,,,,,,,
2400,511,TRUE,wiped,261.5,1530281639,,1533791698,,,,0,wipe,1533791698,,,,,,,,,,,,,,
2399,10000,TRUE,wipe,10000,1530281392,,1536934401,,,,0,wipe,1536934401,,,,,,,,,,,,,,
1813,645,TRUE,wiped,299.7845663,1530281069,,1534191836,,,,0,wipe,1534191836,,,,,,,,,,,,,,
2283,391.98,TRUE,wipe,391.98,1530280242,,1543141195,,,,0,wipe,1543141195,,,,,,,,,,,,,,
1813,200,TRUE,wiped,0,1530280091,,1534191836,,,,0,wipe,1534191836,,,,,,,,,,,,,,
2403,80000,TRUE,wiped,72900,1530279956,,1536211022,,,,0,wipe,1536211022,,,,,,,,,,,,,,
710,400,TRUE,wiped,0,1530279447,,1530286587,,,,0,wipe,1530286587,,,,,,,,,,,,,,
2281,3000,FALSE,bite,3000,1530275588,1536166209,,1536166209,,,1,FALSE,1536166209,bite,1536166209,,,,,,,,,,,,
1372,100,FALSE,bite,100,1530271062,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
1372,800,FALSE,bite,800,1530270520,1536429363,,1536429414,,,1,FALSE,1536429363,bite,1536429414,,,,,,,,,,,,
2402,145,TRUE,open,145,1530269407,,,,,,0,,,,,,,,,,,,,,,,
2281,6000,FALSE,bite,6000,1530266605,1536166209,,1536166209,,,1,FALSE,1536166209,bite,1536166209,,,,,,,,,,,,
2281,10000,FALSE,bite,10000,1530266477,1536166209,,1536166209,,,1,FALSE,1536166209,bite,1536166209,,,,,,,,,,,,
131,8000,TRUE,wiped,7083.849088,1530265969,,1530900433,,,,0,wipe,1530900433,,,,,,,,,,,,,,
2024,5000,TRUE,wiped,4969,1530258627,,1530395197,,,,0,wipe,1530395197,,,,,,,,,,,,,,
1845,200,TRUE,wipe,200,1530258140,,1533373166,,,,0,wipe,1533373166,,,,,,,,,,,,,,
1206,750,TRUE,wiped,100,1530256327,,1531383326,,,,0,wipe,1531383326,,,,,,,,,,,,,,
1147,200,TRUE,wiped,100,1530256307,,1530257169,,,,0,wipe,1530257169,,,,,,,,,,,,,,
2401,34.34,TRUE,shut,34.34,1530255851,,,,1530257603,,0,shut,1530257603,,,,,,,,,,,,,,
1438,10000,FALSE,bite,10000,1530253879,1534211998,,1536193389,,1534212018,3,FALSE,1534211998,TRUE,1534212018,FALSE,1536193363,bite,1536193389,,,,,,,,
2024,6287,TRUE,wiped,1287,1530252291,,1530255475,,,,0,wipe,1530255475,,,,,,,,,,,,,,
2395,2000,TRUE,wipe,2000,1530251819,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
955,10000,FALSE,bite,10000,1530251519,1536191783,,1536191816,,,1,FALSE,1536191783,bite,1536191816,,,,,,,,,,,,
2395,2800,TRUE,wipe,2800,1530251191,,1531764302,,,,0,wipe,1531764302,,,,,,,,,,,,,,
327,250,TRUE,wipe,250,1530250560,,1532662585,,,,0,wipe,1532662585,,,,,,,,,,,,,,
2024,10000,TRUE,wiped,5000,1530250510,,1530255475,,,,0,wipe,1530255475,,,,,,,,,,,,,,
125,29400,TRUE,wiped,0,1530250361,,1534189227,,,,0,wipe,1534189227,,,,,,,,,,,,,,
1147,88,TRUE,wiped,0,1530250355,,1530253698,,,,0,wipe,1530253698,,,,,,,,,,,,,,
2024,5000,TRUE,wiped,0,1530247707,,1530248881,,,,0,wipe,1530248881,,,,,,,,,,,,,,
1147,50,TRUE,wiped,0,1530246330,,1530248020,,,,0,wipe,1530248020,,,,,,,,,,,,,,
1266,10000,TRUE,wipe,10000,1530243613,,1533967842,,,,0,wipe,1533967842,,,,,,,,,,,,,,
1266,10000,TRUE,wipe,10000,1530243426,,1533967842,,,,0,wipe,1533967842,,,,,,,,,,,,,,
2399,25000,TRUE,wipe,25000,1530242804,,1536934401,,,,0,wipe,1536934401,,,,,,,,,,,,,,
